Ticker,Date,Headline,GNW_timestamp_iso
TRNO,3/25/2024,"Terreno Realty Corporation Announces Offering of 5,000,000 Shares of Common Stock",
REXR,3/25/2024,Rexford Industrial Announces Public Offering of $840 Million of Common Stock to an Existing Long-Only Investor Based on the West Coast,
BTAI,3/25/2024,BioXcel Therapeutics Announces $25 Million Registered Direct Offering,2024-03-25 07:00:00 ET
SINT,3/22/2024,SINTX Technologies Announces Proposed Public Offering of Common Stock,2024-03-22 08:30:00 ET
SGMO,3/22/2024,Sangamo Therapeutics Announces Pricing of $24.0 Million Registered Direct Offering,
ISPR,3/22/2024,Ispire Technology Announces Pricing of $12.3 Million Public Offering,
SPIR,3/21/2024,Spire Global Announces Registered Direct Offering of $30 Million,
STVN,3/20/2024,Stevanato Group Announces Public Offering of Ordinary Shares,
NLSP,3/20/2024,NLS Pharmaceutics Announces $1.75 Million Registered Direct Offering,
TFFP,3/20/2024,TFF Pharmaceuticals Announces $1.2 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2024-03-20 12:00:00 ET
XAIR,3/20/2024,Beyond Air® Announces Pricing of $16.0 Million Registered Direct Offering of Common Stock and Warrants,
AQST,3/19/2024,Aquestive Therapeutics Announces Proposed Public Offering of Common Stock,2024-03-19 16:01:00 ET
GERN,3/19/2024,Geron Corporation Announces Pricing of $150 Million Underwritten Offering of Common Stock and Pre-Funded Warrants,
GNPX,3/19/2024,Genprex Announces $6.5 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
PIXY,3/19/2024,ShiftPixy Announces Pricing of $5 Million Offering Priced At-the-Market,
SMCI,3/19/2024,Supermicro Announces Proposed Public Offering of Common Stock,
MDGL,3/18/2024,Madrigal Pharmaceuticals Announces Proposed Public Offering,2024-03-18 16:04:00 ET
CON,3/18/2024,Concentra Announces Confidential Submission of Draft Registration Statement Related to Proposed Public Offering,
CISS,3/15/2024,C3is Inc. Announces Pricing of $6.0 Million Underwritten Public Offering,2024-03-15 08:22:00 ET
XELB,3/14/2024,"Xcel Brands, Inc. Announces Proposed Public Offering of Common Stock",2024-03-14 16:10:00 ET
PRST,3/14/2024,Presto Automation Announces Pricing of $1.2M Registered Direct Offering Priced above Nasdaq Minimum Price,
PGY,3/13/2024,Pagaya Announces Public Offering of Class A Ordinary Shares,
SOS,3/13/2024,SOS Ltd. Announces Pricing of $7.85 Million Public Offering,
NAAS,3/13/2024,NaaS Technology Inc. Announces US$6 Million Registered Direct Offering,
ICHR,3/12/2024,"Ichor Holdings, Ltd. Announces Public Offering of Ordinary Shares",
ASLN,3/12/2024,ASLAN Pharmaceuticals Announces $5 Million Registered Direct Offering,2024-03-12 14:34:00 ET
CGTX,3/11/2024,Cognition Therapeutics Announces Proposed Public Offering of Common Stock,2024-03-11 16:05:00 ET
EOLS,3/11/2024,Evolus Announces Pricing of $50.0 Million Underwritten Offering of Common Stock,
BITF,3/8/2024,Bitfarms Announces $375 Million At-the-Market Equity Offering Program,2024-03-08 17:37:00 ET
SCPX,3/7/2024,"Scorpius Holdings, Inc. Announces Proposed Public Offering of Common Stock",2024-03-07 16:18:00 ET
DKL,3/7/2024,"Delek Logistics Partners, LP Announces Proposed Public Offering of Common Units",
RDNT,3/7/2024,RadNet Announces Proposed $200 Million Underwritten Public Offering of Common Stock,
NYAX,3/6/2024,Nayax Announces Proposed Public Offering,2024-03-06 17:33:00 ET
RGNX,3/6/2024,REGENXBIO Announces Proposed Public Offering of Common Stock,
APGE,3/5/2024,"Apogee Therapeutics, Inc. Announces Proposed Underwritten Public Offering",2024-03-05 16:23:00 ET
QNRX,3/5/2024,Quoin Pharmaceuticals Announces Pricing of $6.5 Million Public Offering,2024-03-05 08:00:00 ET
MNTS,3/5/2024,Momentus Announces $4.0 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
AKRO,3/4/2024,Akero Therapeutics Announces Proposed Public Offering of Common Stock,
HLNE,3/4/2024,Hamilton Lane Announces Public Offering of Class A Common Stock,
BBIO,3/4/2024,BridgeBio Pharma Announces Proposed Public Offering of Common Stock,2024-03-04 16:17:00 ET
ALB,3/4/2024,ALBEMARLE ANNOUNCES PROPOSED PUBLIC OFFERING OF DEPOSITARY SHARES,
BBLG,3/4/2024,Bone Biologics Announces Pricing of $2.0 Million Public Offering,
FWBI,3/4/2024,"First Wave BioPharma, Inc. to Raise Approximately $4.0 Million of Gross Proceeds in Registered Direct Offering",2024-03-04 08:00:00 ET
RVNC,3/4/2024,Revance Announces Proposed Public Offering of Common Stock,
BIVI,3/1/2024,BioVie Inc. Announces Proposed Public Offering of Common Stoc,2024-03-01 16:58:00 ET
REE,3/1/2024,REE Announces Pricing of Public Offering of Ordinary Shares,2024-03-01 08:33:00 ET
VANI,3/1/2024,Vivani Medical Announces Pricing of $15.0 Million Registered Direct Offering of Common Stock and Warrants,
DTIL,3/1/2024,Precision BioSciences Announces $40.0 Million Offering of Common Stock and Warrants,
REE,2/29/2024,REE Announces Proposed Public Offering of Ordinary Shares,2024-02-29 17:21:00 ET
TARS,2/29/2024,Tarsus Announces Proposed $100.0 Million Public Offering,2024-02-29 16:37:00 ET
DTIL,2/29/2024,Precision BioSciences Announces Proposed Public Offering of Common Stock and Warrants,
HUMA,2/29/2024,"Humacyte, Inc. Announces Proposed Public Offering of Common Stock",
SIDU,2/29/2024,Sidus Space Announces Proposed Public Offering,
PRST,2/29/2024,Presto Automation Announces Pricing of Approximately $2.1M Registered Direct Offering,2024-02-29 09:42:00 ET
BKKT,2/29/2024,Bakkt Announces $40 Million Registered Direct Offering with Institutional Investors and $10 Million Concurrent Registered Direct Offering,
CLPT,2/28/2024,ClearPoint Neuro Launches Proposed Public Offering of Common Stock,2024-02-28 16:45:00 ET
PNW,2/28/2024,Pinnacle West Announces Proposed Public Offering of $650 Million of Common Stock,
ARQT,2/28/2024,Arcutis Announces Proposed Public Offering,
MIST,2/28/2024,Milestone Pharmaceuticals Announces Proposed Public Offering of Common Shares and Pre-Funded Warrants,2024-02-28 16:37:00 ET
CLDX,2/28/2024,Celldex Therapeutics Announces Proposed Public Offering of Common Stock,
AGFY,2/28/2024,Agrify Corporation Announces Pricing of $2.6 Million Public Offering,2024-02-28 09:25:00 ET
JANX,2/27/2024,Janux Therapeutics Announces Proposed Public Offering of Common Stock,
OGEN,2/27/2024,Oragenics Announces Proposed Public Offering,
VKTX,2/27/2024,Viking Therapeutics Announces Proposed Public Offering of Common Stock,
ABSI,2/27/2024,Absci Announces Proposed Public Offering of Common Stock,
PWP,2/27/2024,Perella Weinberg Partners Commences Public Offering of Class A Common Stock,2024-02-27 16:01:00 ET
NRXP,2/26/2024,"NRx Pharmaceuticals, Inc. Announces Proposed Underwritten Public Offering of Common Stock",
ACON,2/26/2024,Aclarion Announces Pricing of $3.0 Million Public Offering,2024-02-26 09:15:00 ET
VERO,2/23/2024,Venus Concept Announces $1.2 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2024-02-23 08:00:00 ET
KTOS,2/21/2024,"Kratos Defense & Security Solutions, Inc. Announces Proposed Public Offering of Common Stock",
DPRO,2/21/2024,Draganfly Announces Proposed Public Offering of Common Shares & Warrants,
NXGL,2/21/2024,"NEXGEL Announces $975,000 Registered Direct Offering Led by Insiders",2024-02-21 16:05:00 ET
MMAT,2/20/2024,Meta Materials Announces Pricing of $3.4 Million Registered Direct Offering Priced At-the-Market,
IOVA,2/20/2024,"Iovance Biotherapeutics, Inc. Announces Pricing of $211 Million Underwritten Offering of Common Stock",2024-02-20 06:30:00 ET
ELTK,2/17/2024,Eltek Announces Pricing of Public Offering of Ordinary Shares.,
SMX,2/16/2024,SMX (Security Matters) PLC Announces Pricing of $2.9 Million Public Offering,
WATT,2/15/2024,Energous Announces $2.0 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules,
MODD,2/15/2024,Modular Medical Announces Proposed Public Offering,
LEXX,2/15/2024,Lexaria Announces $3.6 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
KALV,2/14/2024,KalVista Pharmaceuticals Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
PRME,2/14/2024,Prime Medicine Announces Proposed Public Offering of Common Stock,
TBLT,2/14/2024,ToughBuilt Industries Announces Pricing of $3.5 Million Public Offering,2024-02-14 08:00:00 ET
OMH,2/13/2024,Ohmyhome Announces Pricing of Upsized $4.8 Million Public Offering of Ordinary Shares,2024-02-13 22:35:00 ET
AZTR,2/13/2024,"Azitra, Inc. Announces Pricing of Public Offering",
LRMR,2/13/2024,Larimar Therapeutics Announces Proposed Underwritten Public Offering,2024-02-13 16:18:00 ET
IMNM,2/13/2024,Immunome Announces Proposed Public Offering of Common Stock,
NAMS,2/13/2024,NewAmsterdam Pharma Announces Commencement of Public Offering of Ordinary Shares and Pre-Funded Warrants,2024-02-13 16:01:00 ET
BIOL,2/13/2024,"BIOLASE, Inc. Announces Pricing of $7.0 Million Public Offering",
SBFM,2/13/2024,"Sunshine Biopharma, Inc. Announces Pricing of $10.0 Million Underwritten Public Offering",
VRTX,2/13/2024,CRISPR Therapeutics Announces $280 Million Registered Direct Offering,
ELTK,2/12/2024,Eltek Announces Pricing of Public Offering of Ordinary Shares.,
TOP,2/12/2024,TOP Financial Announces $5 Million Registered Direct Offering,2024-02-12 09:30:00 ET
WKEY,2/12/2024,WiSA Technologies Announces Pricing of $10.0 Million Public Offering,
EFSH,2/9/2024,1847 Holdings LLC Announces Pricing of $5.0 Million Public Offering,
CVM,2/9/2024,CEL-SCI Announces Pricing of $7.75 Million Public Offering of Common Stock,
IVP,2/9/2024,Inspire Veterinary Partners Announces Pricing of $4.0 Million Public Offering,
EVOK,2/9/2024,Evoke Pharma Announces Pricing of Underwritten Public Offering of up to $30 Million,2024-02-09 07:30:00 ET
BTAI,2/8/2024,BioXcel Therapeutics Announces Proposed Public Offering,
PEV,2/8/2024,Phoenix Motor Inc. Announces Pricing of $1.6 Million Registered Direct Offering,
TENX,2/8/2024,Tenax Therapeutics Announces Pricing of Approximately $9 Million Public Offering,2024-02-08 08:16:00 ET
SANA,2/7/2024,Sana Biotechnology Announces Proposed Public Offering of Common Stock,2024-02-07 16:01:00 ET
CLSD,2/7/2024,Clearside Biomedical Announces Pricing of $15 Million Registered Direct Offering,2024-02-07 08:00:00 ET
PEPG,2/7/2024,PepGen Announces Pricing of $80.1 Million Underwritten Offering of Common Stock,2024-02-07 07:30:00 ET
PHUN,2/7/2024,Phunware Launches Proposed Public Offering of Securities,2024-02-07 07:12:00 ET
REKR,2/6/2024,Rekor Systems Launches Proposed Follow-On Public Offering of Common Stock,
LCTX,2/6/2024,Lineage Cell Therapeutics Announces $14.0 Million Registered Direct Offering,
PRSO,2/6/2024,Peraso Announces Pricing of $4 Million Underwritten Public Offering,
JSPR,2/6/2024,Jasper Therapeutics Announces Pricing of $50 Million Underwritten Offering of Common Stock,2024-02-06 08:59:00 ET
FDMT,2/5/2024,4D Molecular Therapeutics Announces Proposed Public Offering of Common Stock,2024-02-05 16:05:00 ET
IMMX,2/5/2024,Immix Biopharma Announces Proposed Public Offering of Common Stock,2024-02-05 15:20:00 ET
NEXI,2/2/2024,NexImmune Announces $3.67 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
CING,2/2/2024,Cingulate Announces Pricing of $7.5 Million Public Offering,2024-02-02 09:15:00 ET
GRI,2/2/2024,GRI Bio Announces Pricing of $5.5 Million Public Offering,2024-02-02 08:00:00 ET
EVAX,2/1/2024,Evaxion Biotech Announces Pricing of $15 Million Public Offering,2024-02-01 09:20:00 ET
BFRG,2/1/2024,Bullfrog AI Announces Pricing of $5.7 Million Public Offering,2024-02-01 09:00:00 ET
REVB,2/1/2024,Revelation Biosciences Inc. Announces Pricing of $6.2 Million Public Offering,
NVVE,1/31/2024,Nuvve Holding Corp. Announces Pricing of $9.6 Million Underwritten Public Offering,
SINT,1/31/2024,SINTX Technologies Announces Pricing of $4.0 Million Public Offering,2024-01-31 09:20:00 ET
APDN,1/31/2024,Applied DNA Announces $3.44 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
CRBP,1/30/2024,Corbus Pharmaceuticals Announces Proposed Public Offering,
AMSC,1/30/2024,AMSC Announces Proposed Public Offering of Common Stock,
PCVX,1/30/2024,Vaxcyte Announces Commencement of Proposed Public Offering of Common Stock and Pre-Funded Warrants,
SXTP,1/30/2024,60 Degrees Pharmaceuticals Announces Pricing of $2.4 Million Public Offering,2024-01-30 09:00:00 ET
PEV,1/30/2024,Phoenix Motor Inc. Announces Pricing of $4.8 Million Registered Direct Offering,
PTN,1/30/2024,Palatin Announces $10 Million Registered Direct Offering,
SIDU,1/29/2024,Sidus Space Announces Proposed Public Offering,
CKPT,1/29/2024,Checkpoint Therapeutics Announces $14 Million Registered Direct Offering Priced At-the-Market,2024-01-29 08:00:00 ET
PBLA,1/29/2024,Panbela Announces Pricing of Approximately $9.0 Million Public Offering,
VERA,1/29/2024,Vera Therapeutics Announces Proposed Public Offering of Class A Common Stock,
PCSA,1/26/2024,Processa Pharmaceuticals Announces Pricing of $7.0 Million Public Offering,2024-01-26 09:04:00 ET
MOB,1/26/2024,Mobilicom Announces $2.95 Million Registered Direct Offering,2024-01-26 08:30:00 ET
ICU,1/26/2024,SeaStar Medical Announces Pricing of $9.0 Million Registered Direct Offering Priced At-the-Market,2024-01-26 08:05:00 ET
RDHL,1/25/2024,RedHill Biopharma Announces $8 Million Registered Direct Offering,
CTM,1/25/2024,Castellum Announces Pricing of $2.7 Million Registered Direct Offering,2024-01-25 08:55:00 ET
EFTR,1/25/2024,eFFECTOR Therapeutics Announces $15 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2024-01-25 08:00:00 ET
AKTS,1/24/2024,Akoustis Announces Proposed Public Offering of Common Stock,
TRML,1/24/2024,Tourmaline Bio Announces Proposed Public Offering of Common Stock,2024-01-24 16:05:00 ET
SGMT,1/23/2024,Sagimet Biosciences Announces Proposed Public Offering of Series A Common Stock,2024-01-23 17:45:00 ET
NUTX,1/23/2024,Nutex Health Announces Pricing of $10.0 Million Registered Direct Offering of Common Stock and Warrants,
ACET,1/22/2024,"Adicet Bio, Inc. Announces Proposed Public Offering",
CISS,1/19/2024,C3is Inc. Announces Pricing of $7.0 Million Upsized Underwritten Public Offering,2024-01-19 08:55:00 ET
EWTX,1/19/2024,Edgewise Therapeutics Announces Pricing of $240 Million Underwritten Offering of Common Stock,
PHUN,1/19/2024,Phunware Announces Pricing of $5.6 Million Registered Direct Offering,2024-01-19 08:00:00 ET
ESPR,1/18/2024,Esperion Announces Proposed Public Offering of Common Stock,
RNAZ,1/18/2024,TransCode Therapeutics Announces Pricing of $7.25 Million Public Offering,2024-01-18 13:27:00 ET
VRDN,1/17/2024,Viridian Therapeutics Announces Pricing of Public Offering of Shares of Common Stock,
TALO,1/17/2024,Talos Energy Announces Commencement of Underwritten Public Offering of Common Stock,
SURG,1/17/2024,SurgePays Announces Proposed Public Offering,2024-01-17 16:05:00 ET
CATX,1/17/2024,Perspective Therapeutics Announces Proposed Public Offering,2024-01-17 16:05:00 ET
IMTX,1/17/2024,Immatics Announces Proposed Public Offering,2024-01-17 16:01:00 ET
MYO,1/17/2024,Myomo Announces $6 Million Registered Direct Offering of Common Stock Priced At-the-Market,
INTR,1/16/2024,Inter&Co Announces Commencement of Follow-on Public Offering of its Class A Common Shares,2024-01-16 17:44:00 ET
PHUN,1/16/2024,Phunware Announces Pricing of $7.0 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,2024-01-16 16:04:00 ET
ALEC,1/16/2024,Alector Announces Proposed Public Offering of Common Stock,2024-01-16 16:01:00 ET
DATS,1/16/2024,"DatChat, Inc. Announces Proposed Underwritten Public Offering of Common Stock",2024-01-16 16:05:00 ET
VXRT,1/16/2024,Vaxart Announces $10.0 Million Registered Direct Offering with RA Capital Management,2024-01-16 09:25:00 ET
MNTS,1/16/2024,Momentus Announces $4.0 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
AXDX,1/16/2024,Accelerate Diagnostics Announces Launch of Proposed Public Offering,
XRTX,1/15/2024,XORTX Announces $2 Million Public Offering,2024-01-15 07:00:00 ET
GNS,1/12/2024,Genius Group Announces Pricing of $8.25 Million Public Offering,
VCIG,1/11/2024,VCI Global Announces Pricing of $2.75 Million Public Offering,2024-01-11 23:17:00 ET
EKSO,1/11/2024,Ekso Bionics Announces $4.6 Million Registered Direct Offering,2024-01-11 08:00:00 ET
PRAX,1/10/2024,"Praxis Precision Medicines, Inc. Announces Proposed Public Offering",
NTST,1/9/2024,NETSTREIT Corp. Announces Launch of Public Offering of Common Stock,
ROMA,1/9/2024,"Roma Green Finance Limited Announces Pricing of $12,300,000 Public Offering",2024-01-09 09:52:00 ET
ATRA,1/8/2024,Atara Biotherapeutics Announces $15 Million Registered Direct Offering,
CPRX,1/4/2024,"Catalyst Pharmaceuticals, Inc. Announces Proposed Public Offering of Common Stock",
VYGR,1/4/2024,Voyager Therapeutics Announces Proposed Public Offering,2024-01-04 16:14:00 ET
KYMR,1/4/2024,Kymera Therapeutics Announces Proposed Public Offering,
SLS,1/4/2024,SELLAS Life Sciences Announces Pricing of $9.0 Million Public Offering,2024-01-04 09:01:00 ET
AZ,1/4/2024,"A2Z Smart Technologies Corp. Announces Aggregate US$4.7 Million Registered Direct Offering of Common Shares and Common Warrants, Inclusive of $1.5 ...",
